Filename,Path,Size (KB)
acne-scarring-0003 (1).jpg,Acne Dataset\acne-scarring-0003 (1).jpg,31.1
acne-scarring-0003.jpg,Acne Dataset\acne-scarring-0003.jpg,31.1
acne-scarring-0004 (1).jpg,Acne Dataset\acne-scarring-0004 (1).jpg,42.59
acne-scarring-0004.jpg,Acne Dataset\acne-scarring-0004.jpg,42.59
acne-scarring-0005 (1).jpg,Acne Dataset\acne-scarring-0005 (1).jpg,36.14
acne-scarring-0005.jpg,Acne Dataset\acne-scarring-0005.jpg,36.14
acne-scarring-0006.jpg,Acne Dataset\acne-scarring-0006.jpg,32.48
acne-scarring-0007.jpg,Acne Dataset\acne-scarring-0007.jpg,30.28
acne-scarring-0008 (1).jpg,Acne Dataset\acne-scarring-0008 (1).jpg,40.81
acne-scarring-0008.jpg,Acne Dataset\acne-scarring-0008.jpg,40.81
acne-scarring-0009 (1).jpg,Acne Dataset\acne-scarring-0009 (1).jpg,49.89
acne-scarring-0009.jpg,Acne Dataset\acne-scarring-0009.jpg,49.89
acne-scarring-0010.jpg,Acne Dataset\acne-scarring-0010.jpg,37.65
acne-scarring-0011.jpg,Acne Dataset\acne-scarring-0011.jpg,71.47
acne-scarring-0012.jpg,Acne Dataset\acne-scarring-0012.jpg,57.56
acne-scarring-0013.jpg,Acne Dataset\acne-scarring-0013.jpg,42.28
acne-scarring-0016 (1).jpg,Acne Dataset\acne-scarring-0016 (1).jpg,39.6
acne-scarring-0016.jpg,Acne Dataset\acne-scarring-0016.jpg,39.6
acne-scarring-0017.jpg,Acne Dataset\acne-scarring-0017.jpg,59.33
acne-scarring-0018 (1).jpg,Acne Dataset\acne-scarring-0018 (1).jpg,57.33
acne-scarring-0018.jpg,Acne Dataset\acne-scarring-0018.jpg,57.33
acne-scarring-0019.jpg,Acne Dataset\acne-scarring-0019.jpg,47.49
acne-scarring-0020 (1).jpg,Acne Dataset\acne-scarring-0020 (1).jpg,36.57
acne-scarring-0020.jpg,Acne Dataset\acne-scarring-0020.jpg,36.57
acne-scarring-0021.jpg,Acne Dataset\acne-scarring-0021.jpg,58.28
acne-scarring-0029 (1).jpg,Acne Dataset\acne-scarring-0029 (1).jpg,70.51
acne-scarring-0029.jpg,Acne Dataset\acne-scarring-0029.jpg,70.51
acne-skin-37752414.jpg,Acne Dataset\acne-skin-37752414.jpg,93.37
acne-skin-37752475.jpg,Acne Dataset\acne-skin-37752475.jpg,34.98
acne-skin-37752476.jpg,Acne Dataset\acne-skin-37752476.jpg,38.23
acne-skin-38409448.jpg,Acne Dataset\acne-skin-38409448.jpg,40.36
acne-skin-problem-asian-woman-annoy-bored-hormonal-pimples-acne-skin-problem-asian-woman-annoy-bored-hormonal-148155025.jpg,Acne Dataset\acne-skin-problem-asian-woman-annoy-bored-hormonal-pimples-acne-skin-problem-asian-woman-annoy-bored-hormonal-148155025.jpg,43.94
acne-urticata-3.jpg,Acne Dataset\acne-urticata-3.jpg,27.53
acne-vulgaris-0001.jpg,Acne Dataset\acne-vulgaris-0001.jpg,58.47
acne-vulgaris-0002.jpg,Acne Dataset\acne-vulgaris-0002.jpg,47.77
acne-vulgaris-0003.jpg,Acne Dataset\acne-vulgaris-0003.jpg,44.13
acne-vulgaris-0004.jpg,Acne Dataset\acne-vulgaris-0004.jpg,76.4
acne-vulgaris-0005.jpg,Acne Dataset\acne-vulgaris-0005.jpg,37.38
acne-vulgaris-0006.jpg,Acne Dataset\acne-vulgaris-0006.jpg,55.71
acne.jpg,Acne Dataset\acne.jpg,66.35
acne0987 (3).jpeg,Acne Dataset\acne0987 (3).jpeg,7.15
acne1234.jpeg,Acne Dataset\acne1234.jpeg,12.2
acne4332.jpeg,Acne Dataset\acne4332.jpeg,7.46
acne5322.jpeg,Acne Dataset\acne5322.jpeg,7.06
acne5432.jpeg,Acne Dataset\acne5432.jpeg,7.68
acne5673.jpeg,Acne Dataset\acne5673.jpeg,6.58
acne654.jpeg,Acne Dataset\acne654.jpeg,8.86
acne6543.jpeg,Acne Dataset\acne6543.jpeg,5.92
acne675.jpeg,Acne Dataset\acne675.jpeg,10.75
acne754.jpeg,Acne Dataset\acne754.jpeg,9.24
acne8754.jpeg,Acne Dataset\acne8754.jpeg,11.8
acne876534.jpeg,Acne Dataset\acne876534.jpeg,8.01
acne9642.jpeg,Acne Dataset\acne9642.jpeg,10.67
acne9764.jpeg,Acne Dataset\acne9764.jpeg,5.76
acne986.jpeg,Acne Dataset\acne986.jpeg,8.94
acne9863.jpeg,Acne Dataset\acne9863.jpeg,10.31
aflare2.jpg,Acne Dataset\aflare2.jpg,40.17
close-up-nodular-cystic-acne-skin-close-up-nodular-cystic-acne-skin-influx-127389990.jpg,Acne Dataset\close-up-nodular-cystic-acne-skin-close-up-nodular-cystic-acne-skin-influx-127389990.jpg,34.58
close-up-photo-nodular-cystic-acne-skin-chronic-acne-skin-woman-surface-woman-acne-problem-close-up-acne-face-156023939.jpg,Acne Dataset\close-up-photo-nodular-cystic-acne-skin-chronic-acne-skin-woman-surface-woman-acne-problem-close-up-acne-face-156023939.jpg,38.03
close-up-photo-nodular-cystic-acne-skin-chronic-acne-skin-woman-surface-woman-acne-problem-close-up-photo-nodular-156023887.jpg,Acne Dataset\close-up-photo-nodular-cystic-acne-skin-chronic-acne-skin-woman-surface-woman-acne-problem-close-up-photo-nodular-156023887.jpg,40.8
close-up-photo-nodular-cystic-acne-skin-close-up-photo-nodular-cystic-acne-skin-v-184469117.jpg,Acne Dataset\close-up-photo-nodular-cystic-acne-skin-close-up-photo-nodular-cystic-acne-skin-v-184469117.jpg,35.47
close-up-photo-nodular-cystic-acne-skin-close-up-photo-nodular-cystic-acne-skin-v-184469130.jpg,Acne Dataset\close-up-photo-nodular-cystic-acne-skin-close-up-photo-nodular-cystic-acne-skin-v-184469130.jpg,51.2
close-up-photo-nodulocystic-acne-human-skin-severe-type-acne-nodulocystic-acne-human-skin-178956900.jpg,Acne Dataset\close-up-photo-nodulocystic-acne-human-skin-severe-type-acne-nodulocystic-acne-human-skin-178956900.jpg,49.55
closeup-skin-problems-nodular-cystic-acne-skin-skin-problems-nodular-cystic-acne-skin-119848539.jpg,Acne Dataset\closeup-skin-problems-nodular-cystic-acne-skin-skin-problems-nodular-cystic-acne-skin-119848539.jpg,39.41
comedonal-acne.jpg,Acne Dataset\comedonal-acne.jpg,46.2
cystic-acne-caucasian-female-clogged-pores-oily-skin-319103266.jpg,Acne Dataset\cystic-acne-caucasian-female-clogged-pores-oily-skin-319103266.jpg,44.55
cystic-acne-facial-skin-brown-322077433.jpg,Acne Dataset\cystic-acne-facial-skin-brown-322077433.jpg,42.67
cystic-acne-pimples-black-spots-scars-oily-face-asian-young-woman-259904666.jpg,Acne Dataset\cystic-acne-pimples-black-spots-scars-oily-face-asian-young-woman-259904666.jpg,58.86
doctor-dermatologist-hand-exam-patient-face-skin-problems-acne-scar-acne-facial-care-treatment-doctor-dermatologist-hand-189415693.jpg,Acne Dataset\doctor-dermatologist-hand-exam-patient-face-skin-problems-acne-scar-acne-facial-care-treatment-doctor-dermatologist-hand-189415693.jpg,38.43
facial-skin-problem-acne-disease-adult-close-up-woman-face-whitehead-pimples-oily-greasy-face-redness-swelling-scar-248888153.jpg,Acne Dataset\facial-skin-problem-acne-disease-adult-close-up-woman-face-whitehead-pimples-oily-greasy-face-redness-swelling-scar-248888153.jpg,53.37
facial-skin-problem-aging-problem-adult-wrinkle-acne-scar-large-pore-dark-spot-facial-skin-problem-aging-problem-adult-189415665.jpg,Acne Dataset\facial-skin-problem-aging-problem-adult-wrinkle-acne-scar-large-pore-dark-spot-facial-skin-problem-aging-problem-adult-189415665.jpg,61.44
facial-skin-problem-close-up-woman-face-whitehead-pimples-acne-patch-facial-skin-problem-close-up-woman-face-105218085 (1).jpg,Acne Dataset\facial-skin-problem-close-up-woman-face-whitehead-pimples-acne-patch-facial-skin-problem-close-up-woman-face-105218085 (1).jpg,34.91
facial-skin-problem-close-up-woman-face-whitehead-pimples-acne-patch-facial-skin-problem-close-up-woman-face-105218085.jpg,Acne Dataset\facial-skin-problem-close-up-woman-face-whitehead-pimples-acne-patch-facial-skin-problem-close-up-woman-face-105218085.jpg,37.46
facial-skin-problem-close-up-woman-scar-face-whitehead-pimples-acne-patch-oily-greasy-beauty-concept-103532676.jpg,Acne Dataset\facial-skin-problem-close-up-woman-scar-face-whitehead-pimples-acne-patch-oily-greasy-beauty-concept-103532676.jpg,37.16
hyperpig6.jpg,Acne Dataset\hyperpig6.jpg,42.27
icd5.jpg,Acne Dataset\icd5.jpg,51.18
inflam1.jpg,Acne Dataset\inflam1.jpg,50.85
keloid-scar-0012.jpg,Acne Dataset\keloid-scar-0012.jpg,30.32
keloid-scar-0017.jpg,Acne Dataset\keloid-scar-0017.jpg,23.57
keloid-scar-0039.jpg,Acne Dataset\keloid-scar-0039.jpg,45.98
keloid-scar-0042.jpg,Acne Dataset\keloid-scar-0042.jpg,29.89
nodular-cystic-acne-skin-close-up-photo-66310246.jpg,Acne Dataset\nodular-cystic-acne-skin-close-up-photo-66310246.jpg,37.71
nodular-cystic-acne-skin-close-up-photo-66310289.jpg,Acne Dataset\nodular-cystic-acne-skin-close-up-photo-66310289.jpg,46.82
nodular-cystic-acne-skin-close-up-photo-66310462.jpg,Acne Dataset\nodular-cystic-acne-skin-close-up-photo-66310462.jpg,54.71
nodular-cystic-acne-skin-close-up-photo-66310705.jpg,Acne Dataset\nodular-cystic-acne-skin-close-up-photo-66310705.jpg,46.56
nodular-cystic-acne-skin-close-up-photo-67317208.jpg,Acne Dataset\nodular-cystic-acne-skin-close-up-photo-67317208.jpg,49.86
nodulocystic-acne-00006.jpg,Acne Dataset\nodulocystic-acne-00006.jpg,51.42
nodulocystic-acne-00007.jpg,Acne Dataset\nodulocystic-acne-00007.jpg,44.67
nodulocystic-acne-00008.jpg,Acne Dataset\nodulocystic-acne-00008.jpg,53.64
nodulocystic-acne-00019.jpg,Acne Dataset\nodulocystic-acne-00019.jpg,55.4
photo-nodular-cystic-acne-skin-chronic-acne-skin-woman-surface-photo-nodular-cystic-acne-skin-chronic-acne-skin-woman-160386507.jpg,Acne Dataset\photo-nodular-cystic-acne-skin-chronic-acne-skin-woman-surface-photo-nodular-cystic-acne-skin-chronic-acne-skin-woman-160386507.jpg,53.98
photo-nodular-cystic-acne-skin-chronic-acne-skin-woman-surface-woman-acne-problem-close-up-acne-face-skin-207754306.jpg,Acne Dataset\photo-nodular-cystic-acne-skin-chronic-acne-skin-woman-surface-woman-acne-problem-close-up-acne-face-skin-207754306.jpg,49.14
single-cystic-acne-vulgaris-oily-face-southeast-asian-young-woman-single-cystic-acne-vulgaris-oily-face-asian-young-243851076.jpg,Acne Dataset\single-cystic-acne-vulgaris-oily-face-southeast-asian-young-woman-single-cystic-acne-vulgaris-oily-face-asian-young-243851076.jpg,30.43
skin-problem-acne-diseases-close-up-woman-face-whitehead-pimples-chin-menstruation-breakout-skin-problem-acne-122401869.jpg,Acne Dataset\skin-problem-acne-diseases-close-up-woman-face-whitehead-pimples-chin-menstruation-breakout-skin-problem-acne-122401869.jpg,39.74
skin-problem-acne-diseases-close-up-woman-face-whitehead-pimples-menstruation-breakout-scar-oily-greasy-face-beauty-122086204.jpg,Acne Dataset\skin-problem-acne-diseases-close-up-woman-face-whitehead-pimples-menstruation-breakout-scar-oily-greasy-face-beauty-122086204.jpg,36.75
skin-problem-acne-diseases-close-up-woman-face-whitehead-pimples-menstruation-breakout-skin-problem-acne-diseases-106276942.jpg,Acne Dataset\skin-problem-acne-diseases-close-up-woman-face-whitehead-pimples-menstruation-breakout-skin-problem-acne-diseases-106276942.jpg,47.31
skin-problem-acne-diseases-close-up-woman-face-whitehead-pimples-menstruation-breakout-skin-problem-acne-diseases-123215545.jpg,Acne Dataset\skin-problem-acne-diseases-close-up-woman-face-whitehead-pimples-menstruation-breakout-skin-problem-acne-diseases-123215545.jpg,48.25
skin-problems-nodular-cystic-acne-closeup-119848530.jpg,Acne Dataset\skin-problems-nodular-cystic-acne-closeup-119848530.jpg,44.58
skin-problems-nodular-cystic-acne-skin-closeup-90415378.jpg,Acne Dataset\skin-problems-nodular-cystic-acne-skin-closeup-90415378.jpg,38.18
steroid-acne-03.jpg,Acne Dataset\steroid-acne-03.jpg,55.26
steroid-acne-05.jpg,Acne Dataset\steroid-acne-05.jpg,55.37
th (1).jpeg,Acne Dataset\th (1).jpeg,9.18
th (10).jpeg,Acne Dataset\th (10).jpeg,6.85
th (11).jpeg,Acne Dataset\th (11).jpeg,6.73
th (12).jpeg,Acne Dataset\th (12).jpeg,7.64
th (13).jpeg,Acne Dataset\th (13).jpeg,1.92
th (2).jpeg,Acne Dataset\th (2).jpeg,9.11
th (3).jpeg,Acne Dataset\th (3).jpeg,10.75
th (4).jpeg,Acne Dataset\th (4).jpeg,8.22
th (5).jpeg,Acne Dataset\th (5).jpeg,11.29
th (6).jpeg,Acne Dataset\th (6).jpeg,9.37
th (7).jpeg,Acne Dataset\th (7).jpeg,4.93
th (8).jpeg,Acne Dataset\th (8).jpeg,5.45
th (9).jpeg,Acne Dataset\th (9).jpeg,5.88
th.jpeg,Acne Dataset\th.jpeg,9.48
